Cooper Bikes|Cooper Bikes is a renowned bicycle manufacturer known for crafting high-performance, bespoke bicycles tailored to each rider's needs. Based in California, the company's skilled artisans meticulously build each frame from lightweight materials, ensuring both strength and agility. With a focus on personalization, Cooper Bikes offers a wide range of options to create a truly unique and optimal riding experience.
Corima|Corima, a French company, is known for producing high-end carbon fiber bicycle wheels and components. Founded in 1973, Corima is renowned for its innovative designs and use of advanced materials. Their wheels are prized by professional cyclists and enthusiasts alike for their exceptional stiffness, aerodynamics, and durability.
Corratec|Corratec, founded in 1990, is an Italian bicycle manufacturer known for its high-performance road, mountain, and electric bikes. With a commitment to innovation and craftsmanship, Corratec has gained a reputation for producing bikes that combine style, comfort, and efficiency. The company's bikes are designed and assembled in Italy, embodying the spirit of Italian passion for cycling.
Cortina Cycles|"Cortina Cycles is a Dutch bicycle manufacturer founded in 1896. Known for its stylish and practical designs, Cortina produces a wide range of bikes for both leisure and commuting, including city bikes, e-bikes, and cargo bikes. The company is particularly renowned for its ""Mamafiets"" models, designed specifically for mothers to transport children safely and comfortably."
Cove|Cove Bikes is a Scottish bike company known for its high-quality mountain bikes. Founded in 1990, Cove has a reputation for pushing the boundaries of bike design and manufacturing. Its bikes are known for their durability, performance, and innovative features. Cove offers a wide range of models, from entry-level hardtails to top-of-the-line full-suspension bikes, catering to riders of all levels.
Craft|Craft is a Swedish company founded in 1977 that specializes in high-performance sportswear and cycling equipment. Known for its innovative designs and use of advanced materials, Craft offers a wide range of bikes, including road, mountain, and gravel models.
Crank Brothers|Crank Brothers is a mountain biking component and accessories company founded in 1997. Known for its innovative and high-performance products, the company specializes in pedals, wheels, dropper posts, and tools. Crank Brothers' products are designed to enhance the riding experience, with a focus on durability, efficiency, and style.
Crank2|Crank2 is an online bike company founded in 2016. It offers a range of bikes, including road, mountain, and gravel bikes, as well as accessories and apparel. Crank2 bikes are known for their high quality and performance, and are often used by professional and amateur cyclists. The company has a strong online presence, and provides excellent customer service.
Crazy Creek|Crazy Creek is a Montana-based company that has been designing and manufacturing innovative camping and outdoor gear since 1987. While they do not manufacture bikes, they are known for their line of ultralight camp chairs, sleeping pads, and other camping accessories designed to enhance outdoor experiences.
Create|Create is a bicycle company founded in 2014 with the mission of making cycling more accessible. The company offers a range of bikes, including road bikes, mountain bikes, and e-bikes, all designed with a focus on affordability, quality, and style. Create bikes are known for their sleek designs, lightweight construction, and comfortable ride.
Creme Cycles|Crème Cycles is a boutique bike company founded in 2009, renowned for crafting high-quality, stylish bicycles with a classic aesthetic. Their bikes feature elegant designs, reliable components, and comfortable ergonomics. Crème Cycles caters to discerning cyclists seeking a unique combination of form and function.
Crescent Moon|Crescent Moon is a U.K.-based boutique bicycle company known for its handcrafted steel frames and classic designs. Founded in 2008, Crescent Moon specializes in touring, randonneuring, and everyday commuter bikes, blending functionality and aesthetics. Their bikes are built to order, ensuring each one is meticulously tailored to the rider's specific needs.
Crew|Crew is a cycling-inspired fitness studio that offers high-energy, music-driven indoor cycling classes designed to energize and empower riders. Immerse yourself in a motivating atmosphere where the rhythm of the music drives every pedal stroke, creating an unforgettable fitness experience.
Critical Cycles|Critical Cycles is a premium bike company dedicated to crafting high-performance bicycles. Founded by passionate cyclists, they specialize in building custom bikes tailored to individual needs. Using advanced materials and innovative designs, Critical Cycles creates bikes that offer exceptional speed, handling, and durability. Their focus on quality and customer satisfaction has earned them a loyal following among cycling enthusiasts.
Crumpton|Crumpton, established in the heart of Portland, Oregon, is a renowned bicycle manufacturer specializing in handcrafted, high-performance bikes. Their frames are meticulously engineered with lightweight materials and innovative designs. Crumpton bikes are known for their exceptional ride quality, durability, and stunning aesthetics, making them the choice of discerning riders worldwide.
Crust Bikes|Crust Bikes, based in Ashland, Oregon, specializes in handcrafted steel bicycles designed for adventure and off-road exploration. Known for their durable construction, classic aesthetics, and custom-tailored options, Crust Bikes cater to cyclists seeking unique and highly capable machines for their journeys.
Cruzbike|Cruzbike, founded in 2004, is an Oregon-based company that designs and manufactures recumbent bicycles. Their unique patented design, featuring a front-wheel drive and a laid-back seating position, provides riders with improved comfort, speed, and stability compared to traditional bikes. Cruzbike offers a range of models for different riding styles, from commuting and fitness to adventure and touring.
Cube|CUBE is a German bicycle manufacturer founded in 1993. Headquartered in Waldershof, Bavaria, it produces a wide range of bikes, including mountain bikes, road bikes, gravel bikes, hybrid bikes, city bikes, and e-bikes. Known for its innovative designs, high-quality materials, and meticulous attention to detail, CUBE bikes are popular among both recreational and professional cyclists.
CueClip|CueClip is a bike company founded in 2022 that designs and manufactures innovative cycling products. Their signature product is the CueClip, a smart bike pedal that provides real-time performance data and personalized coaching through a companion app. CueClip aims to enhance the cycling experience for all levels of riders, helping them improve their technique, performance, and enjoyment.
Cuevas|Cuevas is a family-owned bike company in Spain, founded in 1956. They specialize in high-quality, handcrafted bikes, made with Spanish steel. Cuevas bikes are known for their classic designs, durability, and smooth ride. They offer a wide range of models, including road bikes, mountain bikes, and touring bikes.
Cult|Cult, an American BMX and freestyle bike company, is known for its innovative designs and high-quality components. Founded in 2001, Cult produces a range of bikes and parts for riders of all levels, from beginner to professional. Their commitment to rider-driven innovation and attention to detail has earned them a loyal following in the BMX and freestyle communities.
Currie Technology (Currietech)|Currie Technology (Currietech), founded in 1998, is a leading manufacturer of electric bikes, e-cargo bikes, and e-scooters. Known for its innovative designs and high-quality products, Currietech offers a wide range of models to meet diverse commuting, cargo, and leisure needs. The company is committed to promoting sustainable mobility and empowering riders with convenient, efficient, and enjoyable electric transportation solutions.
Currys|Currys, formerly known as Currys PC World, is a British retailer that sells electronics, appliances, and bikes. Founded in 1884, it operates over 800 stores in the UK and Ireland. Currys offers a range of bikes for all ages and purposes, including road bikes, mountain bikes, and hybrid bikes. The company also provides bike accessories, maintenance, and repairs.
Curtlo|Curtlo, an esteemed bike company, specializes in meticulously crafted high-end road and mountain bikes. With a legacy of innovation and dedication to detail, Curtlo bikes are designed for discerning cyclists who demand both performance and beauty. Each model is engineered to provide an unparalleled riding experience, ensuring exhilaration and efficiency on every ride.
Custom|Custom is a boutique bike company that handcrafts high-end, bespoke bicycles tailored to each rider's unique needs and preferences. Using premium materials and expert craftsmanship, Custom creates aesthetically stunning and technically superior bikes that are both functional and works of art.
Cyclamatic|Cyclamatic Bikes is a leading manufacturer of high-performance road bikes, mountain bikes, and e-bikes. Founded in 2005, the company is renowned for its innovative designs, superior craftsmanship, and commitment to rider satisfaction. Cyclamatic Bikes offers a wide range of models to suit all types of riders, from entry-level to professional racers.
Cycle Dog|Cycle Dog is a bike company based in Portland, Oregon. They are known for their high-quality, handcrafted bicycles made from sustainable materials. Cycle Dog bikes are designed to be comfortable, durable, and stylish. The company offers a variety of bike models, including road bikes, mountain bikes, and city bikes.
Cycle Force Group|Cycle Force Group is a leading global bicycle company, distributing over 1 million bikes annually under various brands including Schwinn, Mongoose, and GT Bicycles. It is headquartered in Chicago, Illinois, USA, and has operations in Europe and Asia.
Cycle Stuff|Cycle Stuff is a premier bicycle company offering a wide range of high-quality bikes, accessories, and services. Their bikes cater to various riding styles, from road racing to mountain biking, and are known for their durability, performance, and innovative designs. Cycle Stuff also provides expert advice, maintenance, and repairs, making them a one-stop destination for all cycling enthusiasts.
CycleAware|CycleAware is a bike company that designs and manufactures high-quality, affordable bicycles. Their bikes are made with durable materials and components, and they are designed to provide a comfortable and enjoyable ride. CycleAware is committed to providing excellent customer service, and they offer a satisfaction guarantee on all of their bikes.
CycleOps|CycleOps is a Minnesota-based company founded in 1985, specializing in indoor cycling equipment and accessories. Known for its innovative trainers, power meters, and training software, CycleOps provides a comprehensive range of solutions for cyclists of all levels to enhance their training and performance.
CyclePro|CyclePro, a renowned bike manufacturer, crafts high-quality bicycles tailored for various cycling needs. From sleek road bikes to rugged mountain bikes, CyclePro's range offers performance and durability. Their commitment to innovation and advanced materials ensures that riders experience an exceptional ride.
Cycles Fanatic|Cycles Fanatic is a renowned bike company known for its exceptional craftsmanship and innovative designs. Founded in 1998, the company specializes in high-performance road, mountain, and gravel bikes. With a focus on rider experience, Cycles Fanatic bikes are engineered to provide unparalleled speed, agility, and comfort. The company's commitment to quality and customer satisfaction has earned it a loyal following among cycling enthusiasts worldwide.
Cycles Follis|Cycles Follis, founded in 1901, was a French bicycle manufacturer renowned for its innovative designs and high-quality craftsmanship. From its inception, the company embraced technological advancements, producing groundbreaking bicycles with lightweight aluminum frames and advanced suspension systems. Cycles Follis's bikes became highly sought after by professional cyclists and cycling enthusiasts alike.
Cycles Toussaint|Cycles Toussaint is a premier bike company specializing in handcrafted, high-performance road, gravel, and mountain bikes. Based in Lyon, France, since 1920, their bikes are renowned for their lightweight frames, responsive handling, and elegant designs. Each bike is meticulously assembled by skilled artisans, ensuring exceptional quality and durability.
Cycleurope|Cycleurope is Europe's largest bike manufacturer with over 100 years of experience. It owns 13 well-known bicycle brands including Bianchi, Crecent, and Peugeot. The company employs nearly 1,200 people and sells over 1 million bicycles annually.
Cyclo|Cyclo, renowned for its exceptional craftsmanship, engineers high-performance road, gravel, and mountain bikes. Each handcrafted frame combines advanced materials with meticulous attention to detail, resulting in lightweight, responsive rides that redefine cycling experiences for enthusiasts and professionals alike.
Cycloc|Cycloc is a premium Dutch bike company founded in 2008. They specialize in hand-crafted city bikes known for their timeless design, high-quality materials, and attention to detail. Cycloc bikes are built to last, offering a comfortable and stylish riding experience for urban commuters and leisure cyclists alike.
Cyfac|Cyfac is a French bicycle manufacturer founded in 1982, renowned for its high-performance racing and mountain bikes. Known for its innovative designs, precision engineering, and custom-made frames, Cyfac bicycles are crafted to meet the demands of professional cyclists and cycling enthusiasts alike.
CygoLite|CygoLite is a leading manufacturer of innovative bike lights and accessories. Founded in 2005, the company is renowned for its high-quality, durable products that enhance safety and visibility for cyclists. CygoLite's extensive range includes front and rear lights, light sets, and accessories, all designed to meet the diverse needs of riders.
Cyrusher|Cyrusher is a manufacturer of premium electric bikes known for their powerful motors, long-range batteries, and durable construction. The company offers a range of models, including mountain bikes, commuter bikes, and cargo bikes, designed for both urban and off-road riding. Cyrusher's bikes are renowned for their reliability and performance, making them a popular choice for cyclists seeking a high-quality e-bike experience.
Cytosport|Cytosport, a renowned bike company, is known for crafting high-performance bicycles tailored to diverse riding styles. From sleek road bikes to trail-conquering mountain bikes, Cytosport's expertise lies in meticulously designing and manufacturing bikes that empower riders to push their limits.
DAJO|DAJO is a Dutch bike company established in 1985. They specialize in designing and manufacturing innovative and high-quality electric bikes, cargo bikes, and city bikes. DAJO bikes are known for their durability, performance, and stylish designs. The company is committed to sustainability and uses eco-friendly materials in their products and packaging.
DEAN|DEAN is a boutique bicycle company founded in 1994, known for its high-end custom-made road and mountain bikes. Using advanced materials and innovative designs, DEAN bikes are engineered for performance, comfort, and durability, catering to discerning cyclists who demand the best.
DHS|DHS is a Chinese bicycle manufacturer founded in 1928. It is known for producing a wide range of bikes, including mountain bikes, road bikes, and electric bikes. DHS bikes are popular for their affordability and durability. The company also has a strong presence in the international market, with products exported to over 100 countries.
DIG BMX|DIG BMX, established in 1996, is a leading BMX bike and component manufacturer known for its high-performance products. Based in the UK, DIG is renowned for its durable frames, premium cranks, cassettes, and other components designed to meet the demands of professional BMX riders. DIG BMX's commitment to innovation and quality has made it a trusted brand within the BMX community.
DK Bikes|DK Bikes is a BMX and freestyle bike company founded in 1979. Known for its innovative designs and high-quality components, DK has been a leading brand in the BMX industry for over 40 years. The company offers a wide range of bikes, from entry-level models to professional-grade setups.
DMR Bikes|DMR Bikes, established in 1995, is a UK-based mountain bike company known for its durable and innovative designs. Their handcrafted frames, engineered for strength and responsiveness, cater to riders seeking performance on challenging terrains. DMR's dedication to quality has made it a respected name in the mountain biking community.
DNP|DNP, an acronym for Do Not Panic, is a Dutch bike company that produces high-quality urban and gravel bikes. Known for their sleek designs, durable construction, and comfortable riding experience, DNP bikes cater to cyclists seeking a reliable and stylish ride for commuting, exploring city streets, or tackling off-road adventures.
DOST|DOST Bikes is a renowned Indian bicycle manufacturer established in 1982. Based in Ludhiana, the heart of India's bicycle industry, DOST specializes in producing high-quality bicycles for both domestic and international markets. Known for its wide range of models, from premium road bikes to sturdy mountain bikes, DOST Bikes are engineered with precision and durability. The company prioritizes customer satisfaction and offers a vast dealer network for sales, service, and support.
DT Swiss|DT Swiss is a Swiss manufacturer of high-end bicycle components, including wheels, hubs, spokes, and suspension forks. Known for their precision engineering and innovative designs, DT Swiss components are widely used in professional cycling and are popular among enthusiasts and recreational riders alike. The company has a long history of innovation, having developed many industry-leading technologies over the years.
DYU|DYU is an electric bike company based in China. They produce a range of folding electric bikes that are designed to be lightweight, portable, and affordable. DYU bikes are popular for commuting, running errands, and recreational riding.
DZ Nuts|DZ Nuts is a renowned bike company known for its high-quality, performance-driven mountain bikes. With a focus on innovation, DZ Nuts produces bikes that are engineered to handle challenging terrains and provide an unparalleled riding experience. The company is committed to sustainability and incorporates eco-friendly practices throughout its manufacturing process. DZ Nuts' bikes are crafted with precision, durability, and a passion for the sport, making them the preferred choice of discerning mountain bikers worldwide.
Da Bomb Bikes|Da Bomb Bikes is a Canadian mountain bike company founded in 1995. Known for its high-performance downhill and freeride bikes, the company has a reputation for innovation and pushing the boundaries of mountain biking.
Daccordi|Daccordi is an Italian bicycle manufacturer founded in 1947. Known for its handmade steel frames and bespoke craftsmanship, Daccordi has a long history of producing high-performance road bikes and touring bicycles. The company's frames are renowned for their lightweight, durability, and responsiveness. Daccordi bikes are sought after by cyclists who appreciate the finest in Italian craftsmanship and cycling heritage.
Dahon|Dahon is a renowned bike company specializing in foldable and compact bikes. Founded in 1982, Dahon has revolutionized urban mobility with its innovative designs. Their bikes are known for their portability, durability, and ease of use, making them ideal for commuters and urban dwellers who value convenience and space-saving solutions.
Dartmoor|Dartmoor is a Polish mountain bike brand founded in 1998, known for its rugged and durable frames. They specialize in hardtail and full-suspension mountain bikes designed for trail riding, enduro, and downhill racing. Dartmoor bikes are renowned for their high-quality craftsmanship, innovative suspension designs, and competitive pricing.
Davidson|Davidson Bikes, founded in 1983, is based in Wisconsin and crafts high-performance mountain, fat, and gravel bikes. Known for their durable frames, innovative designs, and commitment to rider satisfaction, Davidson offers a wide range of models for all skill levels and riding preferences.
Dawes Cycles|Dawes Cycles, founded in 1919, is a renowned British bicycle manufacturer known for producing high-quality, durable, and stylish bikes. Their extensive range includes road, mountain, hybrid, and electric bikes, catering to various cycling needs and preferences. Dawes Cycles maintains a strong focus on innovation, comfort, and performance, resulting in bikes that offer an exceptional riding experience.
De Rosa|De Rosa, an iconic Italian bike manufacturer, was founded in 1953 by Ugo De Rosa. Renowned for its exquisite craftsmanship and innovative designs, De Rosa has produced high-performance road bikes used by legendary cyclists like Francesco Moser and Eddy Merckx. Their bikes are known for their lightweight frames, advanced materials, and卓越 riding experience.
DeBernardi|DeBernardi was an Italian bicycle manufacturer founded in 1945. Built by hand, their steel road racing frames were known for their craftsmanship and were used by professional cyclists to win races such as the Giro d'Italia. However, DeBernardi ceased operations in 1989.
DeFeet|DeFeet, founded in 1992, is an American company specializing in premium cycling apparel and accessories known for its high-quality wool socks. The company is particularly renowned for its innovative sock designs, featuring anatomical shaping, breathable materials, and moisture-wicking properties. DeFeet also offers other cycling gear such as base layers, arm warmers, and headwear.
DeSalvo Cycles|DeSalvo Cycles is a renowned bike company specializing in meticulously crafted, high-performance road, gravel, and mountain bikes. Founded by master frame builder Tony DeSalvo, the company prides itself on innovative designs, exceptional craftsmanship, and unwavering attention to detail. Each DeSalvo bike is a testament to the art of bicycle making, offering a sublime riding experience that empowers cyclists to conquer any terrain.
Decathlon|Decathlon is a leading global sporting goods retailer with over 1,700 stores in 60 countries. It offers a wide range of bicycles, from entry-level models to high-performance racing bikes. Decathlon bikes are known for their affordability, quality, and innovation. The company is committed to making cycling accessible to everyone and offers a variety of programs to support cyclists of all ages and abilities.
Deco|Deco is a Dutch bike company known for its stylish, premium-quality bicycles. Founded in 1982, Deco prioritizes comfort, functionality, and design in its bikes. The company's extensive range includes city bikes, e-bikes, cargo bikes, and children's bikes. Deco's bikes are known for their sleek aesthetic, durable construction, and innovative features.
Deda Elementi|Deda Elementi is an Italian manufacturer of high-quality bicycle components, specializing in handlebars, stems, and seatposts. Founded in 1991, the company is known for its innovative designs, advanced materials, and meticulous craftsmanship. Deda Elementi's products are trusted by professional cyclists and enthusiasts alike, renowned for their lightweight, durability, and exceptional performance.
Deity|Deity Components is a mountain bike parts company based in Bellingham, Washington. Founded in 2007, Deity designs and manufactures a range of components, including handlebars, stems, pedals, and grips. Known for their high-quality materials and attention to detail, Deity products are popular among riders who demand durability and performance.
Del Sol|Del Sol is a sustainable bicycle company founded in 2015. They specialize in designing and manufacturing high-quality, solar-powered e-bikes. Del Sol's e-bikes feature innovative solar panels integrated into the frame, allowing riders to harness the sun's energy to extend their range and reduce their carbon footprint.
Della Santa|Della Santa is a renowned Italian bike company established in 1952. Known for its handcrafted, custom-made steel and titanium frames, Della Santa has a long history of producing high-quality racing and touring bikes. Each frame is meticulously crafted by skilled artisans, ensuring exceptional fit, performance, and durability.
Delta|Delta, a respected bicycle manufacturer from Taiwan, specializes in producing high-quality road, mountain, and hybrid bikes. Known for their innovative designs, durable construction, and responsive handling, Delta bikes cater to cyclists of all levels, from recreational riders to competitive racers.
Deluxe|Deluxe, established in 1893, is a renowned Dutch bicycle manufacturer. Known for its handcrafted quality, Deluxe bikes are designed for durability and comfort. With a focus on sustainability, the company uses eco-friendly materials and offers a lifetime warranty on its frames. Deluxe bikes are available in a range of models, from classic city bikes to innovative e-bikes.
Demolition|Demolition is a New Zealand-based BMX bike company founded in 1999, known for its innovative frame and component designs. They specialize in lightweight and durable BMX racing and freestyle bikes, catering to riders of all skill levels from beginners to professional racers.
Den Beste Sykkel|Den Beste Sykkel is a Norwegian bicycle company founded in 1907. Known for its high-quality, handcrafted bicycles, it specializes in racing, touring, and city bikes. The company emphasizes sustainability, using eco-friendly materials and offering repair services to extend the lifespan of its products.
Dengfu|Dengfu, established in 1992, is a leading Chinese bike manufacturer headquartered in Tianjin. Renowned for its high-quality mountain, road, and electric bikes, Dengfu exports to over 80 countries worldwide. With advanced technology and innovative designs, the company has gained recognition for its reliable and durable products.
Derby Cycle|Derby Cycle is a Dutch bicycle company founded in 1908. It is one of the world's leading bicycle manufacturers, producing over 1.5 million bicycles annually. Derby Cycle owns several bicycle brands, including Raleigh, Kalkhoff, Rixe, Univega, and Focus. The company is known for its innovative designs and high-quality bicycles.
Dermatone|Dermatone is a boutique bike company known for its exquisite frames handcrafted from rare and exotic woods. Each bike is a masterpiece, showcasing the natural beauty of materials like Brazilian ipe, African mahogany, and Honduran rosewood. Dermatone's commitment to sustainability extends to their use of eco-friendly finishes, making their creations both breathtaking and environmentally conscious.
Dero|Dero is a boutique bicycle company based in Portland, Oregon. They specialize in handcrafted, high-quality steel bikes for road, gravel, and touring. Dero bikes are known for their classic styling, attention to detail, and excellent craftsmanship.
Detroit Bikes|Detroit Bikes is a bicycle company based in Detroit, Michigan. Founded in 2011, the company manufactures American-made bikes using domestic and globally sourced components. Detroit Bikes focuses on producing affordable, high-quality bikes designed for urban commuting and everyday riding. They are known for their customizable bike options and commitment to local production.
Deuter|Deuter is not known as a bike company. Deuter is a German company that primarily manufactures backpacks, sleeping bags, and tents for outdoor enthusiasts, hikers, and mountaineers.
Devinci|Devinci is a Canadian mountain bike and road bike manufacturer based in Chicoutimi, Quebec. Founded in 1987, the company is known for its innovative and high-performance bikes. Devinci bikes are used by professional racers and recreational riders worldwide.
Devron|Devron, established in 1982, is a renowned bike manufacturer specializing in high-performance road and mountain bikes. Known for its innovative designs, premium materials, and meticulous craftsmanship, Devron bikes cater to discerning cyclists seeking exceptional riding experiences. The company's unwavering commitment to quality and customer satisfaction has made it a respected name in the cycling industry.
Di Blasi Industriale|Di Blasi Industriale is an Italian bicycle manufacturer founded in 1988. Known for its innovative designs and high-quality craftsmanship, the company specializes in racing, mountain, and electric bikes. Di Blasi bikes are renowned for their advanced technology, lightweight frames, and exceptional performance.
Dia-Compe|Dia-Compe, founded in 1979, is a Japanese manufacturer of bicycle brake and gear components. Known for producing high-quality, durable products, Dia-Compe has gained a strong reputation in the cycling industry. Their brakes, levers, and derailleurs are renowned for their reliability, performance, and sleek design.
DiaTech|DiaTech, based in Japan, designs and manufactures high-performance carbon fiber bicycles for racing and enthusiasts. With a focus on aerodynamics and weight optimization, DiaTech bikes are renowned for their speed, efficiency, and exceptional ride quality. The company prioritizes innovation, using advanced materials and technologies to push the boundaries of cycling performance.
Diadora|Diadora is an Italian sportswear company founded in 1948. While primarily known for its footwear, Diadora also produces a range of cycling apparel, accessories, and high-quality bicycles. Known for its innovative designs and advanced technologies, Diadora's bikes cater to various cycling disciplines, including road, mountain, and urban commuting.
Diamant|Diamant, a German bicycle manufacturer founded in 1885, is renowned for its high-quality, innovative bikes. With a rich history and commitment to sustainability, Diamant produces premium road, mountain, city, and e-bikes. Known for its signature Diamant blue, the company's bicycles embody German engineering and craftsmanship, catering to discerning cyclists worldwide.
Diamondback|Diamondback Bicycles is an American-based bicycle manufacturer founded in 1979. Known for its innovative designs and high-quality mountain bikes, road bikes, and hybrid bikes. Diamondback's bikes are used by professional racers and recreational riders alike, offering a range of options for different terrains and riding styles.
Dicta|Dicta is a Belgian bike company established in 1905. It specializes in high-performance road and cyclocross bikes, known for their innovative designs, lightweight frames, and meticulous craftsmanship. With a legacy of over a century, Dicta is renowned for its commitment to quality and pushing the boundaries of cycling technology.
Dillenger|Dillenger, founded in 1996, is a renowned boutique bike company specializing in premium handmade bicycles. Known for their elegant designs, exceptional craftsmanship, and use of innovative materials, Dillinger bikes cater to discerning cyclists seeking a combination of performance, style, and exclusivity.
Dimension|Dimension is a premium bike company known for its innovative designs and custom-built frames. Founded in 2010, Dimension specializes in high-performance road, mountain, and gravel bikes tailored to the specific needs of each rider. Their bikes are renowned for their exceptional handling, durability, and unparalleled riding experience.
DirtySixer|DirtySixer is a bike company that specializes in high-end mountain bikes. Their bikes are known for their innovative design and exceptional performance. DirtySixer bikes are ridden by some of the world's top mountain bikers, including multiple World Cup champions. The company is committed to providing riders with the best possible experience, and their bikes are backed by a lifetime warranty.
Discwing|Discwing is a Canadian bike company that specializes in mountain bikes, road bikes, and e-bikes. Founded in 2015, they focus on designing and manufacturing high-performance bikes that are efficient, durable, and comfortable. With a commitment to innovation and customer satisfaction, Discwing has gained recognition for its exceptional bikes and dedicated customer support.
Dobermann|Dobermann, founded in 1995 by German cycling enthusiasts, is a premium bicycle manufacturer known for its exceptional racing and performance bikes. With a focus on innovation and craftsmanship, Dobermann produces high-quality road, mountain, and triathlon bikes designed for demanding enthusiasts and professional athletes. The company's commitment to speed and performance has earned it a reputation among cycling enthusiasts worldwide.
Dodici Milano|Dodici Milano is an Italian bicycle manufacturer specializing in high-end road and urban bikes. Founded in 2013, the company is known for its innovative designs, handcrafted frames, and attention to detail. Dodici Milano bikes are renowned for their exceptional performance, exclusivity, and timeless style.
Dolan|Dolan is a British bike company founded in 1989. They specialize in custom-built road bikes, cyclocross bikes, and track bikes. Dolan bikes are known for their high quality and performance, and have been ridden by some of the world's top cyclists.
Donnelly|Donnelly is an American bicycle company founded in 1983, specializing in high-performance road and cyclocross tires and wheels. Known for its innovative designs, premium materials, and exceptional craftsmanship, Donnelly's tires are designed to enhance speed, grip, and riding experience.
Dorel Industries|Dorel Industries is a Canadian company that designs, manufactures, and distributes bicycles and related products under several brands including Cannondale, Schwinn, GT, Mongoose, and Caloi. Headquartered in Montreal, Quebec, Dorel operates in over 50 countries and employs over 8,000 people worldwide. The company has a strong focus on innovation and sustainability, and its products are known for their high quality and performance.
Downtube|Downtube is a bike company founded by former Apple engineers J.D. Bertrand and Robbert Martin in 2016. Headquartered in Fremont, California, Downtube offers high-quality electric bikes that are lightweight, stylish, and affordable. Their bikes are known for their sleek designs, powerful motors, and advanced features, catering to a wide range of riders.
Drag|Drag is a premium bike company based in New York City, specializing in handcrafted, high-performance road and track bikes. Known for their meticulous attention to detail and innovative designs, Drag bikes are prized by discerning cyclists for their exceptional ride quality, speed, and aesthetics.
Dual Eyewear|Dual Eyewear is not a bike company. It is an eyewear company that manufactures sunglasses and prescription glasses.
Dualco|Dualco is a Taiwanese bicycle manufacturer founded in 1989. They specialize in producing high-quality mountain bikes, road bikes, and electric bikes. Their bikes are known for their durability, performance, and value for money. Dualco bikes are sold in over 50 countries worldwide.
Dynacraft|Dynacraft is a leading American manufacturer and distributor of bicycles, recreational products, and accessories. Founded in 1991, the company designs, develops, and markets a wide range of bikes for all ages and skill levels, including BMX, mountain, road, comfort, and kids' bikes. With a focus on innovation, quality, and value, Dynacraft has become one of the most recognized and trusted bike brands in the industry.
Dynamic Bicycles|Dynamic Bicycles is a leading manufacturer of high-quality, handcrafted bicycles. Founded in 1996, the company is renowned for its innovative designs, premium materials, and exceptional craftsmanship. Dynamic Bicycles offers a wide range of models, including road, mountain, hybrid, and electric bikes, catering to diverse riding styles and needs.
Dyno|Dyno is a BMX bike brand founded by Joe Murray in 1984. Known for its high-performance BMX bikes, Dyno has sponsored numerous top riders and teams throughout its history. The brand is recognized for its innovative designs, durability, and commitment to the BMX community.
E-Case|E-Case is an innovative bike company that specializes in creating high-quality electric bikes. Their bikes are designed to provide a smooth and comfortable ride, with features such as powerful motors, long-lasting batteries, and advanced technology. E-Case bikes are perfect for commuting, running errands, or exploring new trails.
E-Lux|E-Lux is an emerging bike company that specializes in electric bicycles. Founded in 2021, the company designs and manufactures high-performance e-bikes that combine advanced technology with sleek designs. With a focus on innovation and sustainability, E-Lux aims to revolutionize urban commuting and recreational cycling by providing riders with a seamless and eco-friendly transportation solution.
E. C. Stearns Bicycle Agency|"E. C. Stearns Bicycle Agency, established in 1896, was a prominent bicycle manufacturer in the United States. Known for its high-quality bicycles, Stearns produced a range of models from roadsters to racing bikes. The company's flagship model was the ""Stearns Yellow Fellow,"" which gained popularity among cyclists for its speed and durability."
EAI (Euro Asia Imports)|EAI (Euro Asia Imports) is a leading distributor of high-quality, affordable bicycles and accessories in North America. Established in 1991, EAI offers a wide range of bikes for various riding styles, from road and mountain bikes to hybrid and electric bikes. Known for its commitment to innovation and customer satisfaction, EAI has become a trusted name in the cycling industry.
EBC|EBC (Electric Bike Company) is a leading manufacturer of electric bikes in the United States. Founded in 2009, EBC offers a wide range of electric bikes for both urban and off-road use. EBC's bikes are known for their high-quality construction, powerful motors, and long battery life. The company also provides excellent customer service and support.
EG Bikes (Metronome)|EG Bikes (Metronome) is a French bike manufacturer specializing in high-performance electric bikes. Their flagship model, the Metronome, is known for its advanced design, powerful motor, and long range. EG Bikes are committed to sustainability and use eco-friendly materials in their production process.
EGO Movement|EGO Movement is a California-based company that manufactures high-performance e-bikes. Born from a passion for cycling and innovation, EGO Movement aims to empower riders with cutting-edge technology and exceptional craftsmanship. Their e-bikes seamlessly blend power and efficiency, combining sleek designs with reliable components.
EK USA|EK USA is a bicycle company based in California that specializes in high-performance road, mountain, and gravel bikes. Known for its innovative designs and use of advanced materials, EK USA bikes are ridden by professional cyclists and enthusiasts alike. The company offers a range of models to suit all riding styles, from lightweight road racers to rugged mountain bikes for off-road adventures.
EMC Bikes|EMC Bikes, based in California, specializes in high-performance electric mountain bikes. Their e-MTBs are renowned for their advanced motor systems, durable frames, and exceptional off-road capabilities.
ENVE (ENVE Composites)|ENVE Composites is a high-end bicycle components manufacturer based in Ogden, Utah. Founded in 2007 by Jake Pantone, an aerospace engineer, ENVE specializes in producing carbon fiber wheels, handlebars, and other components for road, mountain, and triathlon bikes.
